2
5000 8000
FOM BGD 366.98
FON CMK 449.53
FOO BUM 539.67
FOP EPY 607.70
FOQ FZO 362.48
FOR EDI 257.54
FOS FDV 140.99
FOT BJN 671.55
FOU ESA 826.93
FOV CVA 445.59
FOW HFA 857.39
FOX FPL 993.79
FOY DNU 837.07
FOZ HDP 535.88
FPA DKL 484.84
FPB CHA 105.43
FPC ATC 981.34
FPD DCV 645.60
FPE CMT 830.57
FPF AZH 265.71
FPG DLM 107.27
FPH BTI 334.47
FPI AXF 358.05
FPJ FEO 571.01
FPK ELW 887.75
FPL BHJ 617.48
FPM DRJ 528.75
FPN CIW 810.00
FPO GUM 998.65
FPP GYW 177.59
FPQ EXB 582.39
FPR CAV 662.36
FPS DER 1.51
FPT ETK 84.74
FPU ABT 888.32
FPV BJB 188.65
FPW FKZ 37.23
FPX GSF 570.89
FPY AUX 692.68
FPZ GNB 743.79
FQA DRK 485.55
FQB EDA 816.14
FQC DWO 299.59
FQD BTH 707.16
FQE FDS 135.54
FQF CQZ 272.31
FQG HDJ 331.31
FQH EWG 281.66
FQI ELC 569.68
FQJ BEU 328.43
FQK ENS 43.90
FQL EPT 617.11
FQM AFX 367.25
FQN DMF 639.94
FQO GZU 820.48
FQP CXF 130.93
FQQ GZB 235.58
FQR HFH 647.38
FQS ARM 573.22
FQT DHS 323.98
FQU GWB 402.82
FQV FBH 590.22
FQW FGE 694.49
FQX ECN 66.96
FQY BIH 728.85
FQZ DJN 885.70
FRA CKV 239.51
FRB DAB 17.40
FRC DCH 181.38
FRD AHE 993.74
FRE DQX 531.65
FRF EOH 634.94
FRG GUI 71.75
FRH BGR 629.44
FRI CNF 800.38
FRJ AMJ 680.77
FRK FCT 713.24
FRL DDT 100.86
FRM CQO 469.92
FRN BVH 998.95
FRO HDH 890.25
FRP EKN 298.56
FRQ CJK 878.02
FRR BKF 900.06
FRS BCE 300.35
FRT GTC 224.79
FRU BLL 182.00
FRV COL 926.27
FRW AWA 469.09
FRX CWY 389.28
FRY CZD 672.67
FRZ HID 636.21
FSA FMP 668.09
FSB AFX 120.69
FSC EXO 68.42
FSD BHJ 663.82
FSE BVQ 331.33
FSF BJZ 251.96
FSG CHU 441.86
FSH GGK 268.76
FSI BBG 372.87
FSJ CST 737.74
FSK CBY 680.33
FSL HID 299.18
FSM FRY 383.26
FSN CWV 582.43
FSO CTS 922.03
FSP FYI 768.88
FSQ ALX 119.23
FSR AEN 891.65
FSS AVB 336.25
FST CPQ 473.37
FSU DTL 681.37
FSV DLK 876.94
FSW BJM 40.88
FSX EAX 28.98
FSY EMI 129.82
FSZ BNC 295.66
FTA BGE 757.78
FTB GBW 123.11
FTC AVI 446.82
FTD CUN 524.01
FTE AYS 87.70
FTF DAR 122.50
FTG CCL 509.51
FTH BJT 721.63
FTI GRC 733.15
FTJ CDW 676.87
FTK COR 83.85
FTL DRD 701.28
FTM EMK 190.08
FTN CYO 865.52
FTO DRA 824.03
FTP ESJ 293.58
FTQ EMF 83.06
FTR EKY 886.38
FTS BNZ 285.75
FTT FMF 62.26
FTU HDS 866.81
FTV FXH 907.43
FTW GHU 525.95
FTX DJA 549.14
FTY FWB 987.58
FTZ DEL 837.15
FUA AHN 106.87
FUB BOH 359.69
FUC FSZ 595.74
FUD CYB 943.89
FUE FOE 713.44
FUF GWW 1.58
FUG FQA 817.69
FUH CNH 489.91
FUI CIJ 461.88
FUJ GGJ 803.94
FUK DRT 227.49
FUL ANG 32.06
FUM GQA 667.47
FUN CTL 176.07
FUO DYW 134.26
FUP GCF 53.53
FUQ DYW 878.69
FUR DPZ 865.12
FUS BIR 965.47
FUT EHF 894.20
FUU BJV 46.49
FUV ECP 638.94
FUW GGZ 947.27
FUX DJF 458.20
FUY DUS 171.58
FUZ HGT 64.89
FVA BOH 300.56
FVB ERJ 152.51
FVC EFY 5.20
FVD FVU 950.13
FVE AOC 668.84
FVF HAW 544.11
FVG BJN 580.40
FVH BKD 185.49
FVI EKG 218.24
FVJ EES 551.83
FVK GAV 302.53
FVL HJO 619.49
FVM ECN 646.66
FVN CSE 986.00
FVO ADL 503.35
FVP CPB 217.31
FVQ EYG 311.36
FVR ELS 98.99
FVS HGY 25.45
FVT GOJ 619.54
FVU CAN 216.30
FVV BNI 405.35
FVW GBD 736.40
FVX ARX 669.61
FVY DEM 834.07
FVZ FKU 546.43
FWA CJG 575.73
FWB DID 549.92
FWC FIE 243.61
FWD BOI 204.15
FWE FEO 750.33
FWF BTA 41.44
FWG FZN 118.33
FWH BCC 705.30
FWI DRP 353.07
FWJ EWN 1.59
FWK BAT 652.02
FWL AHN 693.11
FWM BWY 997.80
FWN ESP 506.60
FWO CLR 747.69
FWP DMC 131.99
FWQ EST 382.47
FWR FWI 709.34
FWS BZX 217.84
FWT CRX 863.60
FWU ATK 498.48
FWV EMR 193.39
FWW HFI 208.99
FWX BUK 87.63
FWY AKO 387.07
FWZ AKB 294.95
FXA FQK 659.69
FXB DCV 754.56
FXC DQY 514.31
FXD BUE 816.40
FXE HED 641.23
FXF FNE 748.94
FXG BFW 630.31
FXH BSX 140.34
FXI APF 371.78
FXJ EZY 979.84
FXK FLK 72.51
FXL ERF 814.11
FXM CGS 235.46
FXN FIR 843.57
FXO AHX 318.00
FXP GCO 988.66
FXQ AZZ 453.63
FXR ERA 962.23
FXS GGE 331.43
FXT FJF 393.46
FXU AWV 54.07
FXV HCG 486.93
FXW EAY 764.21
FXX HIL 859.57
FXY ALI 631.23
FXZ COK 333.29
FYA BQA 339.70
FYB DSU 148.77
FYC AWP 376.18
FYD BDR 524.73
FYE BZN 621.44
FYF DSL 998.93
FYG DQY 583.66
FYH CGC 206.54
FYI CAA 230.36
FYJ FCM 214.81
FYK AGS 69.45
FYL GZN 132.34
FYM AUY 329.02
FYN DNL 296.70
FYO ELK 158.38
FYP HCY 991.04
FYQ AMV 104.44
FYR ENV 236.76
FYS BSF 459.20
FYT ENW 501.86
FYU CDB 438.40
FYV DGX 319.24
FYW FVE 788.99
FYX EWM 100.69
FYY EHQ 616.34
FYZ HHS 467.32
FZA BYS 344.28
FZB DLR 846.51
FZC GKF 918.62
FZD FZW 960.60
FZE CGI 936.73
FZF GCK 902.12
FZG FTO 418.50
FZH GCO 685.33
FZI FNB 63.89
FZJ CIW 285.39
FZK ARV 15.02
FZL APL 851.41
FZM CIC 457.45
FZN DNN 150.41
FZO CQF 594.64
FZP FTS 923.11
FZQ CXM 544.44
FZR DYG 775.75
FZS HJW 76.36
FZT DYJ 30.63
FZU EVZ 178.56
FZV BOS 381.31
FZW CMA 235.16
FZX HGR 801.81
FZY ACU 417.35
FZZ EUN 128.39
GAA GKQ 855.35
GAB DXG 399.91
GAC CBG 258.94
GAD CNU 550.11
GAE DLJ 495.10
GAF FWC 119.55
GAG BHY 406.37
GAH GVX 829.64
GAI BNN 958.70
GAJ FNJ 822.87
GAK AQC 793.03
GAL EEL 897.85
GAM BYS 434.35
GAN CGO 490.76
GAO EVS 113.90
GAP EWB 611.12
GAQ DQL 926.00
GAR HEL 609.09
GAS DJL 888.39
GAT EYV 365.57
GAU HFC 795.96
GAV CIZ 586.55
GAW CKI 707.47
GAX EKF 175.63
GAY HEO 276.47
GAZ EXA 130.48
GBA GFA 366.20
GBB CCD 424.73
GBC EHQ 55.04
GBD EUX 142.82
GBE APE 861.70
GBF AES 628.76
GBG AFI 92.01
GBH EMY 299.69
GBI EGT 724.11
GBJ EZF 363.90
GBK CBT 477.43
GBL HEG 212.96
GBM FSL 530.17
GBN CZP 178.12
GBO DHC 550.61
GBP EMS 366.71
GBQ GDL 663.98
GBR EVF 44.41
GBS ACX 33.99
GBT BJL 378.54
GBU BCC 104.69
GBV BNI 10.43
GBW DMZ 408.68
GBX GWD 340.63
GBY CRL 302.44
GBZ GKX 979.90
GCA GIX 982.02
GCB DUY 455.34
GCC EYS 744.98
GCD GTK 645.89
GCE BWM 105.58
GCF EXH 375.94
GCG FAH 967.57
GCH AGA 815.64
GCI GNY 934.63
GCJ AKY 60.77
GCK FDP 365.00
GCL FND 563.07
GCM COG 708.38
GCN DPQ 233.52
GCO DZR 935.27
GCP EON 281.25
GCQ FKT 733.34
GCR EEY 756.53
GCS AJI 533.57
GCT AKI 937.44
GCU BZM 578.55
GCV GVK 735.77
GCW CFL 60.78
GCX GSR 711.21
GCY DGO 72.63
GCZ FOT 361.77
GDA DRO 6.71
GDB EGB 538.36
GDC FGF 992.06
GDD GBD 52.95
GDE HBP 312.36
GDF BJM 171.67
GDG EEM 234.32
GDH CQW 851.06
GDI FSD 494.15
GDJ FJI 570.58
GDK CYL 265.41
GDL DWT 782.34
GDM BBF 184.80
GDN BCP 485.12
GDO BOC 429.06
GDP HHP 858.58
GDQ GYP 935.26
GDR GBD 641.43
GDS BEK 332.36
GDT BFS 345.22
GDU EMZ 355.63
GDV FXS 17.46
GDW CTG 608.62
GDX CKR 521.38
GDY AVC 820.55
GDZ FIJ 502.51
GEA HEB 725.35
GEB BNB 575.68
GEC BPP 105.45
GED HCT 331.10
GEE AMI 234.75
GEF CYZ 460.84
GEG AIT 750.15
GEH GVB 424.38
GEI EXL 960.18
GEJ EIV 217.79
GEK FFP 613.54
GEL FHG 69.29
GEM AQD 267.30
GEN AFH 651.97
GEO CRG 9.67
GEP FES 337.34
GEQ DYD 929.90
GER FFZ 808.69
GES AMT 300.88
GET FHB 896.90
GEU BDU 656.52
GEV CZR 869.16
GEW BBF 623.54
GEX GZS 816.23
GEY FAW 390.20
GEZ COK 226.57
GFA BKD 432.80
GFB CAK 552.95
GFC CSY 213.58
GFD DLM 114.99
GFE CJA 849.97
GFF EKX 958.28
GFG ENI 692.41
GFH BAF 978.74
GFI FUQ 233.81
GFJ FZD 692.44
GFK BSQ 396.90
GFL FAQ 460.53
GFM FYY 182.19
GFN DID 94.72
GFO DDY 637.82
GFP DBI 739.66
GFQ AXP 780.69
GFR BDZ 97.76
GFS DXC 988.09
GFT FQK 381.05
GFU ALA 992.14
GFV HCX 617.93
GFW BNF 433.36
GFX COB 168.40
GFY BPS 799.35
GFZ BLQ 721.03
GGA GRK 585.96
GGB CRW 707.26
GGC AHR 785.36
GGD DLE 504.07
GGE BBX 123.29
GGF CPI 657.33
GGG CTP 863.38
GGH CFS 225.29
GGI CYL 294.89
GGJ ACD 853.06
GGK FCU 436.25
GGL CXL 462.14
GGM ENM 394.71
GGN BDF 700.30
GGO FEB 491.38
GGP GBF 717.37
GGQ DQT 929.93
GGR CGV 9.03
GGS DYK 390.14
GGT BZR 302.00
GGU DJX 83.88
GGV BPM 744.45
GGW EXZ 204.98
GGX HJW 125.78
GGY EGZ 66.66
GGZ ALF 113.95
GHA DWK 776.89
GHB FFC 372.52
GHC FJU 206.64
GHD BSL 692.71
GHE DMU 821.20
GHF AEJ 102.42
GHG BSB 161.76
GHH AHI 629.95
GHI GSX 788.07
GHJ FGL 228.86
GHK DLR 381.84
GHL FLQ 146.26
GHM DGU 270.10
GHN FLK 250.22
GHO CCO 414.41
GHP ASO 839.67
GHQ DUX 103.80
GHR BOE 689.95
GHS EVQ 612.06
GHT GXY 171.99
GHU DPX 119.79
GHV ERJ 347.91
GHW GDE 549.38
GHX ADU 833.45
GHY BVJ 400.37
GHZ ETX 699.97
GIA GVV 199.15
GIB CWB 532.56
GIC GWC 281.80
GID BLL 969.54
GIE BJL 474.00
GIF ECY 214.56
GIG ARJ 348.45
GIH BOL 51.77
GII DNK 450.69
GIJ FAU 557.29
GIK CUA 661.70
GIL DQQ 15.55
GIM BWF 210.11
GIN DOI 39.10
GIO FUI 238.36
GIP ADZ 556.22
GIQ AIW 748.83
GIR ENV 70.29
GIS AMX 198.60
GIT DIZ 890.37
GIU CSZ 12.56
GIV BQJ 413.93
GIW CIK 336.48
GIX ACR 485.04
GIY AWN 852.99
GIZ EEN 684.70
GJA CAZ 274.58
GJB HDL 52.81
GJC AUY 876.30
GJD EEL 422.21
GJE GFJ 994.52
GJF GKT 879.22
GJG BYD 557.77
GJH AYO 937.51
GJI GDG 316.38
GJJ GHJ 592.51
GJK CYU 259.85
GJL BLX 17.00
GJM AHX 635.67
GJN AIK 710.54
GJO GSA 707.90
GJP GUY 330.39
GJQ GXS 422.54
GJR HFW 957.73
GJS GLF 802.16
GJT BNG 577.03
GJU CYC 848.94
GJV AZW 867.08
GJW ARR 732.81
GJX HHG 326.62
GJY EVP 795.99
GJZ CWM 541.67
GKA BHJ 252.61
GKB FRG 979.21
GKC AMP 224.24
GKD GTR 703.98
GKE FCF 248.52
GKF FDA 405.19
GKG BXT 581.10
GKH GXY 133.42
GKI DOG 69.92
GKJ CUO 506.99
GKK DOP 493.76
GKL FYF 489.10
GKM CIM 178.66
GKN FQV 439.29
GKO GPC 898.37
GKP ADV 357.53
GKQ ABA 866.68
GKR ARC 202.79
GKS BAC 353.53
GKT CHX 350.11
GKU CUL 104.67
GKV FHP 600.15
GKW GZE 445.28
GKX CGM 396.08
GKY ALV 934.60
GKZ GFC 597.58
GLA FLD 277.14
GLB CWI 981.97
GLC FDV 902.41
GLD CDB 921.01
GLE GFU 892.79
GLF BKL 115.30
GLG ERP 942.32
GLH BKB 177.44
GLI EBZ 388.39
GLJ GJR 388.47
GLK FSO 609.90
GLL ATY 342.36
GLM FRW 49.24
GLN FAE 733.90
GLO ERD 805.03
GLP GTT 739.24
GLQ DDQ 581.70
GLR FBF 865.01
GLS FIO 306.01
GLT BVK 448.42
GLU EAU 391.60
GLV FAM 121.80
GLW HHK 208.86
GLX BPL 956.82
GLY GSF 990.31
GLZ CAW 417.36
GMA DLL 497.43
GMB BNG 818.92
GMC AKX 825.21
GMD EMJ 857.56
GME GYB 47.84
GMF EJQ 875.94
GMG ARG 318.03
GMH FOM 277.17
GMI FUM 854.02
GMJ GTN 149.88
GMK FFK 779.88
GML FTA 743.07
GMM HJX 897.96
GMN AGY 913.04
GMO EMY 208.70
GMP CXQ 815.54
GMQ FCO 417.17
GMR GHB 579.86
GMS FNY 350.81
GMT BUV 872.64
GMU BUO 34.23
GMV CIS 191.71
GMW EUR 816.58
GMX FBH 466.86
GMY CML 521.53
GMZ CFL 79.76
GNA FJV 215.47
GNB BZS 453.68
GNC EMI 849.77
GND BGP 165.24
GNE EOK 24.16
GNF GDA 91.65
GNG DET 778.76
GNH GJU 847.25
GNI CYN 272.46
GNJ CZT 855.27
GNK BOL 795.51
GNL DUO 986.00
GNM ALA 842.92
GNN EDP 609.75
GNO FVZ 233.13
GNP HEZ 992.90
GNQ BMW 839.38
GNR FUP 725.57
GNS AQR 303.86
GNT EDV 747.63
GNU AKU 198.63
GNV EBJ 932.89
GNW ELY 837.84
GNX BNQ 434.01
GNY FVD 663.55
GNZ BIW 744.03
GOA ELN 499.80
GOB AYA 234.68
GOC BEP 346.42
GOD GJR 34.21
GOE GAH 860.98
GOF ABL 355.20
GOG GOJ 964.26
GOH CRS 389.52
GOI ACP 298.62
GOJ GZT 596.15
GOK EHS 303.48
GOL GCY 638.17
GOM DHI 472.70
GON FJL 415.14
GOO BJH 361.47
GOP DRJ 595.32
GOQ GLK 52.73
GOR BWT 531.03
GOS EGQ 1.48
GOT DVY 305.74
GOU DQD 919.40
GOV GZM 726.35
GOW CJC 68.76
GOX COX 315.30
GOY DSC 416.55
GOZ EZB 28.16
GPA CKV 604.02
GPB DYV 24.87
GPC FXX 902.04
GPD DZZ 376.50
GPE FFY 599.19
GPF AHK 451.83
GPG GWK 128.87
GPH GMT 214.59
GPI FAF 875.15
GPJ BFB 319.85
GPK BLL 508.32
GPL GAF 5.25
GPM DBB 325.61
GPN AVW 108.00
GPO HJC 395.53
GPP BYI 789.24
GPQ ECH 129.54
GPR ERM 403.33
GPS EKT 581.17
GPT EMU 622.13
GPU DOE 915.18
GPV BDD 995.80
GPW DNZ 220.35
GPX BIS 664.96
GPY HDX 57.76
GPZ EJX 217.09
GQA FHY 358.06
GQB GZN 470.22
GQC GEO 706.41
GQD CHN 916.40
GQE CVS 204.94
GQF FCQ 592.07
GQG GSQ 846.79
GQH EDO 529.58
GQI AGQ 938.75
GQJ APD 771.84
GQK EPW 389.20
GQL DKT 225.02
GQM FXU 305.07
GQN DXK 32.09
GQO BWW 201.84
GQP DMC 419.49
GQQ FWT 798.56
GQR CTE 570.62
GQS ACC 794.97
GQT HJZ 933.97
GQU FWE 519.70
GQV ELL 497.92
GQW EBU 684.96
GQX DNF 121.50
GQY BAK 342.74
GQZ ESX 641.17
GRA EKH 988.03
GRB AZM 668.54
GRC ACM 83.22
GRD FEW 982.98
GRE AJN 276.86
GRF DTV 8.48
GRG GHY 455.70
GRH ACP 743.93
GRI GDI 556.68
GRJ FXM 414.11
GRK BUH 694.50
GRL EJI 933.44
GRM ATA 103.05
GRN GUE 166.69
GRO DEG 275.32
GRP BZJ 341.27
GRQ BLT 1.10
GRR HCA 883.50
GRS CLK 873.97
GRT ADG 696.42
GRU CSW 432.48
GRV FQW 389.79
GRW GZS 611.05
GRX EQF 302.38
GRY CLL 302.18
GRZ GXO 571.16
GSA ARS 792.04
GSB GRL 539.66
GSC AYL 723.06
GSD HEC 504.41
GSE BJK 841.26
GSF AWQ 425.26
GSG BHS 182.54
GSH CZB 253.72
GSI AAO 338.76
GSJ DDS 534.39
GSK DPA 818.56
GSL GJX 822.95
GSM FTL 221.42
GSN DMU 87.91
GSO BIX 168.86
GSP BPY 683.80
GSQ DMG 327.19
GSR CAZ 19.51
GSS FOB 93.34
GST FDC 212.15
GSU ADP 860.17
GSV GIH 940.48
GSW BDS 273.21
GSX DUC 426.27
GSY BPA 471.38
GSZ FXQ 710.26
GTA EXT 884.85
GTB CYD 46.60
GTC FCT 822.06
GTD GBK 793.40
GTE EAQ 957.10
GTF FBX 115.34
GTG FEC 864.19
GTH BCZ 498.06
GTI DNH 985.83
GTJ GUY 892.13
GTK GVL 838.19
GTL DRW 52.24
GTM EFR 353.85
GTN FTB 50.42
GTO BPD 602.69
GTP FOK 278.69
GTQ FTH 457.42
GTR GJL 757.34
GTS CCW 786.84
GTT GNA 597.45
GTU BXG 354.98
GTV CVT 28.23
GTW FXD 11.18
GTX BON 340.22
GTY EUL 727.07
GTZ CGS 6.53
GUA DHT 392.00
GUB GUJ 840.18
GUC APX 864.32
GUD CNM 734.60
GUE DZE 814.82
GUF FHO 954.56
GUG DTU 829.15
GUH CJO 878.77
GUI DWX 753.20
GUJ DFN 359.94
GUK AGO 352.55
GUL EAV 654.40
GUM GPR 405.03
GUN ETM 687.78
GUO GOL 226.98
GUP CVB 860.88
GUQ CED 80.13
GUR GOZ 528.36
GUS DXX 918.72
GUT GZA 411.47
GUU CJS 766.83
GUV BKO 332.82
GUW DSQ 404.98
GUX DFN 375.50
GUY HGJ 14.87
GUZ CPA 593.42
GVA HBY 614.19
GVB CVY 894.67
GVC EUV 405.97
GVD EWU 151.33
GVE BUZ 440.28
GVF DAN 415.47
GVG BCH 876.80
GVH BIU 464.87
GVI DXI 697.36
GVJ ECP 856.10
GVK AJL 405.90
GVL DPX 387.22
GVM DWY 727.57
GVN GHG 296.12
GVO ALU 825.21
GVP FVO 109.86
GVQ CRL 464.40
GVR DAK 458.63
GVS DMI 914.02
GVT AQO 666.86
GVU GUJ 949.21
GVV FWC 38.24
GVW CLZ 353.20
GVX CCF 948.58
GVY CSB 706.49
GVZ BVS 841.80
GWA GHQ 320.66
GWB HDN 250.33
GWC BMJ 318.79
GWD BCY 790.67
GWE CCB 763.03
GWF EBN 746.93
GWG CVK 395.62
GWH BLC 261.33
GWI EEL 306.08
GWJ AUJ 827.46
GWK CIK 174.04
GWL GAV 408.35
GWM BAS 532.33
GWN FTJ 904.86
GWO BNE 325.15
GWP BJX 514.75
GWQ EGA 302.73
GWR FEU 857.56
GWS BTF 638.57
GWT CGE 92.56
GWU FVX 39.32
GWV FEK 792.55
GWW AOZ 372.09
GWX EEJ 744.58
GWY DGU 145.60
GWZ CXP 96.99
GXA AUO 437.75
GXB EZG 10.42
GXC CGU 862.28
GXD ADR 535.95
GXE ACS 988.98
GXF GEL 160.28
GXG EQQ 979.30
GXH CQT 76.75
GXI CWI 993.11
GXJ EUT 182.99
GXK FUH 172.33
GXL BEP 467.37
GXM DTZ 356.48
GXN CIA 386.12
GXO EXJ 947.52
GXP HFR 985.25
GXQ GTR 988.46
GXR CCW 845.91
GXS ESP 74.47
GXT BZU 365.22
GXU FUC 432.57
GXV DTS 518.69
GXW BIN 870.39
GXX BZY 356.79
GXY AMT 91.81
GXZ CCK 59.46
GYA FZF 5.90
GYB BVQ 972.09
GYC DFQ 65.83
GYD DZJ 27.98
GYE DYY 4.85
GYF BAH 889.18
GYG FEZ 335.95
GYH BOD 171.10
GYI HJS 116.96
GYJ BYG 637.41
GYK AXM 388.86
GYL DJP 288.46
GYM GSB 78.59
GYN DAM 449.80
GYO BJQ 348.56
GYP ARE 598.07
GYQ EZO 363.13
GYR EHK 880.36
GYS DGD 255.42
GYT DNO 769.35
GYU BGV 248.63
GYV HDA 580.63
GYW CGR 557.15
GYX DOT 158.53
GYY BKK 778.61
GYZ EPG 550.69
GZA FUP 279.09
GZB BDO 753.77
GZC ANT 647.93
GZD GWV 691.61
GZE FWQ 876.35
GZF FVX 514.48
GZG BGE 23.36
GZH EGT 831.97
GZI AFD 630.23
GZJ GHA 866.11
GZK GXU 423.38
GZL ENL 790.49
GZM BWG 525.52
GZN APX 818.17
GZO CUO 235.53
GZP CEG 635.13
GZQ AJJ 371.54
GZR CWX 35.82
GZS EBN 756.00
GZT GUM 179.48
GZU GNC 17.11
GZV FZS 35.37
GZW COS 252.33
GZX GVG 482.79
GZY BVU 632.19
GZZ AVM 88.47
HAA GHK 959.16
HAB HDK 199.63
HAC CQM 155.02
HAD APR 115.86
HAE CDV 550.19
HAF DFP 68.69
HAG ARK 466.94
HAH FKH 104.72
HAI FBO 995.47
HAJ BWL 182.35
HAK EQE 978.17
HAL GNI 216.59
HAM BXQ 248.58
HAN GOK 440.10
HAO EFX 375.32
HAP HCQ 99.88
HAQ BYD 571.05
HAR FWI 309.73
HAS DUL 644.36
HAT GPJ 443.67
HAU DVP 503.62
HAV DBD 279.80
HAW FCU 943.93
HAX FVO 520.56
HAY CLF 668.72
HAZ BOB 115.51
HBA GTM 247.67
HBB BLP 204.43
HBC GPI 358.52
HBD HAE 704.07
HBE CPF 336.63
HBF DDP 558.89
HBG CTQ 430.51
HBH FRR 960.81
HBI CRG 457.73
HBJ BRR 596.46
HBK DXA 407.41
HBL AFE 95.44
HBM CJO 424.30
HBN AZE 290.75
HBO CYC 482.43
HBP GLU 66.96
HBQ FEH 65.41
HBR FOB 553.40
HBS DCT 79.45
HBT CJX 648.34
HBU BBV 388.47
HBV EVA 650.82
HBW BST 75.85
HBX GZE 220.89
HBY COT 343.15
HBZ ACF 658.45
HCA APA 857.13
HCB GQX 265.43
HCC AXU 533.42
HCD EJA 701.49
HCE ESZ 289.49
HCF ASW 73.00
HCG FXO 366.89
HCH BLY 105.87
HCI AQF 210.92
HCJ BXR 189.47
HCK FYZ 961.44
HCL ADD 745.41
HCM EKS 615.44
HCN BHC 897.91
HCO AYN 947.17
HCP CQO 872.69
HCQ FQQ 473.79
HCR BBT 412.77
HCS CCW 857.83
HCT HAA 186.59
HCU DKY 209.76
HCV DYN 665.74
HCW DFD 213.04
HCX DOE 186.51
HCY DVZ 525.83
HCZ ADB 350.39
HDA GUE 216.28
HDB GSB 851.61
HDC HIM 225.62
HDD FJR 953.85
HDE FYC 469.41
HDF GKE 467.65
HDG ENA 128.18
HDH HIN 113.94
HDI ACB 158.21
HDJ CRD 296.85
HDK DWL 723.65
HDL AAW 108.14
HDM GPT 897.73
HDN FMQ 687.70
HDO FQO 834.16
HDP CBT 237.87
HDQ FVW 133.90
HDR DKR 209.22
HDS DYH 2.53
HDT DGK 22.88
HDU APQ 316.65
HDV BGD 578.67
HDW GHX 534.48
HDX AXX 757.89
HDY CSG 156.66
HDZ EMQ 387.70
HEA GUI 344.38
HEB GFZ 144.06
HEC ESE 790.50
HED FQW 992.71
HEE ENQ 869.86
HEF CON 2.15
HEG BRT 483.59
HEH HIY 853.86
HEI FYW 701.48
HEJ CRT 285.10
HEK CAZ 694.32
HEL GGV 626.49
HEM HCG 719.90
HEN DYF 248.54
HEO FJL 766.16
HEP BOO 920.41
HEQ CDR 132.09
HER FIX 516.17
HES BIE 896.23
HET CJY 874.30
HEU FXT 739.47
HEV FKS 96.91
HEW ACZ 414.87
HEX CKX 36.22
HEY DEA 991.03
HEZ FGA 298.01
HFA FQG 185.10
HFB ATG 77.69
HFC FWX 635.92
HFD AIA 945.09
HFE CHQ 289.52
HFF FFE 676.15
HFG GGU 929.97
HFH FWV 671.25
HFI BIX 701.21
HFJ AQE 919.35
HFK CKO 912.57
HFL EBO 990.78
HFM FZW 967.03
HFN DFA 607.31
HFO AUM 511.84
HFP BOG 806.94
HFQ HDF 993.34
HFR GIO 928.99
HFS DOQ 537.91
HFT GBN 358.39
HFU FCW 739.59
HFV EXG 576.09
HFW HAD 226.86
HFX GDZ 822.81
HFY GGE 119.94
HFZ EVB 695.79
HGA AAJ 758.42
HGB FTX 523.47
HGC EOL 40.61
HGD CJM 10.56
HGE EPI 36.11
HGF GJI 576.44
HGG CUX 192.70
HGH GNT 985.76
HGI GNV 543.04
HGJ GVN 885.08
HGK BRA 542.21
HGL EVK 442.75
HGM CHX 872.05
HGN GFN 24.19
HGO EYX 171.25
HGP GKE 188.03
HGQ BSG 897.12
HGR AEW 982.17
HGS AYB 842.29
HGT EFH 817.24
HGU BBS 137.28
HGV GLI 234.91
HGW DBN 389.68
HGX GVW 387.63
HGY DJJ 728.35
HGZ FBC 705.91
HHA HFE 733.89
HHB AWW 366.68
HHC AQY 414.23
HHD HGN 761.46
HHE HIJ 601.43
HHF HET 842.21
HHG DPU 660.99
HHH AMR 763.33
HHI ENP 144.16
HHJ GQY 545.22
HHK GLX 301.30
HHL GBQ 938.46
HHM DWJ 327.84
HHN AXV 950.74
HHO AZP 598.80
HHP GVU 653.80
HHQ DAU 805.31
HHR EXF 102.16
HHS CAK 738.40
HHT FXF 132.08
HHU FPL 976.63
HHV FOT 1.91
HHW CGQ 962.19
HHX CYL 304.44
HHY BYS 509.34
HHZ BOY 714.83
HIA AMR 956.83
HIB FDJ 665.14
HIC CJC 142.90
HID AUD 504.39
HIE BFN 436.05
HIF GDC 401.45
HIG ANX 342.19
HIH ENS 787.95
HII EZB 530.76
HIJ BCL 583.95
HIK FHY 221.36
HIL GZC 308.54
HIM BXY 514.63
HIN DOF 616.95
HIO ESH 626.16
HIP EWX 998.13
HIQ BZB 148.60
HIR GDR 867.67
HIS DGW 442.67
HIT GGM 196.74
HIU BTB 693.77
HIV FII 283.60
HIW FEY 428.84
HIX BKY 280.08
HIY CCA 318.63
HIZ FXW 630.52
HJA AJY 613.42
HJB EDX 887.08
HJC APN 715.57
HJD AUF 152.02
HJE CAP 999.34
HJF HCL 251.77
HJG EWU 140.46
HJH EXL 602.98
HJI BYY 818.54
HJJ BVJ 788.89
HJK DIO 724.95
HJL AOP 711.79
HJM GFC 471.10
HJN FWV 276.92
HJO DCQ 19.44
HJP EWK 329.73
HJQ CMR 173.54
HJR AKD 924.44
HJS FXU 720.85
HJT CZR 721.41
HJU FLE 553.66
HJV GNS 31.66
HJW HDG 419.66
HJX AGQ 440.78
HJY EKD 761.40
HJZ FJV 77.55
HKA FVI 465.69
HKB FLN 803.67
HKC GNR 781.22
HKD CCO 726.53
HKE AYC 315.07
HKF AIF 760.57
HKG FER 436.60
HKH DCR 704.77
ASA FWS 88.51
FJV DXO 642.17
FCT BKW 499.82
BKI BRM 940.60
BJV FTL 333.79
BXY EEL 799.49
BBH DKG 899.80
FHG ACM 789.85
