1
1000 4000
BHD ACW 668.83
AJB ASV 450.62
AMO AWT 206.91
BJF AAJ 284.64
AWA BIV 175.90
ARS AQE 262.00
AMC AKK 948.59
ARX BBW 19.72
ARF BAZ 625.49
AWL AOD 284.55
AZI AJQ 689.10
ATF AMA 577.71
ADM ANR 790.06
ARJ BFN 426.85
ANT BDI 326.00
BDX BLA 35.25
APK AGR 129.85
ASI AFP 656.51
AGW ABV 234.68
AUZ BGW 769.15
AFS BDK 64.99
ARS BID 155.09
BFK AJM 810.08
AYL AKX 574.51
BCV AJB 169.02
BBJ BDG 676.11
BIA ADU 767.41
AOS BCV 434.93
BEB AIK 449.69
AYL ASR 24.99
BCX AMY 83.97
AYO BGN 295.45
AJC AHY 273.57
ATZ AZH 61.73
BDB BJB 271.61
ATV BHR 79.10
AXP AXS 909.74
BBN AEF 712.10
AKZ AQO 669.44
AES AKW 407.25
ARR ABF 537.12
AZG AWE 584.63
BHE BJX 291.02
BHN ARR 773.38
BED BLK 458.58
AZI AJA 999.65
AYC AIA 104.80
ADJ BDR 394.46
BHL BBN 525.13
AFV BEN 567.98
AHA ATL 619.20
AEG BLH 907.31
APG AQH 587.40
BGX AEJ 469.54
AGX AML 128.26
APX ALC 59.61
BLM AER 939.71
ADT AVV 535.97
AGI ADC 610.36
BKV AIW 449.05
BFJ ATI 240.57
AFG AWO 395.91
AVN AMO 210.54
AZW AKU 794.50
BMI ARQ 536.57
AYM AQD 708.36
BDD BCO 716.01
AMM ANB 469.27
BDC AOL 680.24
ANA AYJ 181.89
BGJ ABQ 544.98
BDZ AYJ 143.13
AEB BAL 724.49
BCJ ASV 743.60
AVC AFQ 810.33
BLF AMW 873.81
ACK BKA 770.17
APL BHF 767.75
AEZ AJG 424.51
AEK AQN 265.60
AGA BJR 858.98
BEJ AWV 150.91
BFX ABQ 212.22
AMG APN 303.27
BFL BEI 384.17
AFV AUB 419.65
AQX AUS 632.84
AZF AZP 963.46
BIL ASB 111.00
AMM AOR 685.81
AXF AKT 136.95
AVC BBV 868.51
BKH BKJ 439.92
BAW AYB 61.73
ASS APE 364.92
ANV ANV 376.61
AJP BMH 478.12
BJF ANE 876.04
BCI BEO 712.59
AEN BBZ 831.54
BCU AQG 578.30
BFR AYB 497.85
AER AXT 733.34
ADU BEL 172.77
ASY AYL 559.75
AHV ALK 868.13
AHQ ARS 971.72
BII AQA 804.21
BAK AZZ 296.88
APX AGZ 874.24
AHF AAL 965.41
BFG BER 756.42
BEC ASP 234.65
AWB BDG 775.86
AVO BCH 846.84
AIA AVC 995.28
AAU BBS 477.31
AQV ASZ 89.30
ARW AHA 121.74
AYW AXI 358.61
AAJ ATG 976.26
AGC AFM 111.66
AYR AXJ 633.30
APL AVA 981.12
ASU AWK 216.85
AOY AEH 195.97
ARS BGK 968.05
BKS AEU 501.78
AFG ALN 346.15
ADQ ATS 540.79
AWW ASW 80.77
ADK AZG 380.87
ABW BLZ 102.45
AWW ADV 142.39
AGU AFH 509.92
AYP ADI 764.81
ASO AJK 102.21
BKW AQG 166.82
AJX ABL 89.88
BDP ASA 4.76
AXO AVA 785.70
AKI BLX 561.65
AXJ AWK 416.05
ACH BFP 256.53
AVC BFI 22.47
AYK AYX 887.76
BHU BHK 847.67
ALO BIS 216.01
BAN BIG 245.60
ATQ AOC 58.17
APS ALD 339.39
APD BFA 229.03
AMP APV 675.23
AFT ACN 311.31
AMD AZO 445.42
AMC AQY 130.90
AUO AVO 890.76
AQV AGF 529.55
BAD BBT 876.07
API BIH 276.49
BAL AHA 271.59
ASZ ADH 105.67
BIU AXK 159.60
AMJ ADN 862.87
BLY AYJ 357.88
BDY ACX 154.55
ANA AFW 17.69
ATG ARR 213.04
AWB ACO 70.93
ARW BBN 517.72
AYW BHQ 721.70
ADF BEN 632.09
BAQ BCZ 810.54
AFF APD 673.11
BDP AUN 476.32
BGM BMB 569.70
ANK BDE 677.49
BFB APY 810.87
AIS ATN 349.39
ALH AKU 375.13
AUA BEW 273.29
AMB AOA 383.28
ACP AQC 934.11
BFG BCB 764.55
ANH BBM 185.91
BAK BAI 807.12
BER AQR 759.08
AID BHP 932.57
ACT AGI 184.16
ANN BAB 226.42
ATL ANV 662.88
AIN BAL 438.08
AYQ ADU 821.21
BBT BIW 135.40
BEH ATD 243.52
ASE AVP 830.50
AJX ASB 50.88
ASO ADA 758.85
AYX ATB 494.49
BAA ASV 165.20
ABJ BDX 452.23
ACW AWN 240.80
AGR ACH 163.02
AQP AXB 192.94
BJS ALS 840.15
ASV BBE 71.55
ALY BEO 129.79
AOZ ABG 855.88
BIA ASN 60.71
BBX AAB 420.70
BGX AWE 310.98
BEM AZG 4.86
BGT BKW 885.60
BEX AJS 50.85
AED AXW 265.16
BFH BDV 877.96
BKX BDA 696.37
ANF BAS 479.48
BFS BDL 323.37
AGV AHF 575.73
BCZ ALA 626.50
BDI AEU 975.05
BBS BAI 222.98
BLL AES 191.49
BKJ AYO 179.52
ACU AQT 594.11
ACU AWE
AUQ AGW
BHO AOI
BBH BHV
ACE AYO
AGV AYK
AKZ AWN
BAP ARV
AWP BEK
ADK ARL
END
