1
2000 4000
CSJ BMM 622.47
ALE CEQ 107.22
BRL AEQ 987.74
CEO ADK 538.33
CPG BAX 981.48
CCS CQM 283.18
BTP AME 318.77
BCW BTL 356.81
BUX AAO 366.22
CDU BGP 860.35
BEW CDR 46.29
AYC AGN 944.58
BCT BKH 411.00
BGD BRL 262.29
CHA BXD 320.51
BYP CWX 481.51
CYH AGU 859.26
BSU CTL 631.11
CGX BFZ 758.61
BCC BHI 774.32
AGV CTB 528.82
ANI AZH 860.37
BXQ AEG 486.63
BDR BAP 754.10
ABW BCP 262.46
ANJ BVY 121.32
AUD BTC 634.47
AOQ AKY 117.83
CID ATD 752.99
BEB CWG 91.82
AYE BFG 219.13
CKZ BUF 920.90
CPF CTT 467.89
AQX BXB 684.31
CHA CGN 272.02
BEA CLQ 212.50
CXD CDX 279.49
AWR CJC 464.72
BPU BIE 452.04
CAQ ACS 607.67
AUN CYH 119.00
COS AQK 705.28
CJN BUT 801.65
BHR CLI 982.65
BCU BGQ 347.04
BDA ARI 542.38
AVO APJ 50.18
AFS BVB 893.23
CBK BDZ 702.64
CED CVA 237.03
CRA CRE 270.71
AIM AMO 659.56
CQT BGL 936.91
CDD CEE 752.90
AYJ AGI 25.17
CDF BDA 16.18
AHE CQF 847.24
CPT CDS 152.84
AUU ACN 377.85
AQW AEQ 111.73
AJC BTV 446.32
BJE BSE 764.27
AEG BTV 149.99
CIK ASN 907.87
COT BZZ 885.72
ASV BLH 355.58
AXQ CND 529.93
APZ BZE 15.32
BGA BQX 112.93
BKQ ALC 438.34
AFN BJL 762.72
CLF CNK 368.61
BGC BAX 797.75
CME CSS 178.85
CAT BDJ 494.56
ANC AMJ 255.43
AOV CMC 3.84
CNZ BUC 789.99
BFY BGM 997.66
CEP BAC 165.98
APC BYC 695.50
ARC AGH 20.45
CFN ALF 800.41
BZI AGU 972.27
ADT CYI 452.47
BDQ CGT 266.18
AQU CVO 593.10
CYL BWP 116.96
BFZ CBD 154.11
CTP CYD 245.94
BST CUJ 340.65
CMP AKS 48.09
CXU AMH 296.05
ATE CVB 71.00
ASP BSC 607.86
ANY AEN 792.35
AYC CCX 143.57
AJH BRF 27.94
CKK BID 951.33
CXD CSN 863.16
AHE AJQ 201.77
ARX BOT 56.92
BRS BNC 797.23
BNV AEM 56.93
AUO BWH 505.44
AZB BGK 310.27
ADA BUE 217.41
CHU CYS 903.68
AQZ CEX 486.09
AYC CRB 962.32
BHS CXW 825.37
ALB AAQ 607.24
BYD COY 491.89
CQD CDD 606.77
BNM CYB 597.13
CTX CAE 405.99
BPD BQG 972.50
CCL CEK 216.80
BVY AQL 92.34
BOB AZJ 80.27
CAN BUB 426.53
CBD AKN 798.81
BRD CEG 81.68
BIX AFJ 734.71
BVO AHW 992.43
BKJ BSL 626.21
APF APP 428.42
CTP AQW 379.11
AYQ CMI 996.78
BYA ACA 69.24
BGR BOR 459.65
BRE BXR 696.82
BKA CED 510.64
CCX BXJ 25.37
CYI BHU 134.44
BRV CFR 670.33
CUZ ANE 779.78
AMX AXH 843.73
ANV AYM 765.86
BDJ CIA 32.26
CSB CUG 768.78
BQU CIA 800.79
BJN AYA 735.53
AHY CGG 64.89
CDG BYK 722.69
BXO ANF 142.53
CYG AZX 893.92
BKD CBU 112.89
CIP AMY 179.76
BRS CVR 186.88
CAO BSB 214.51
BJQ BVD 16.24
CVF BDY 227.36
CCN CKI 420.12
BBZ CUR 165.70
CCT ATA 620.07
ARG AJE 736.47
CTB CGU 616.29
AUP CTK 965.68
ARI AUY 781.44
CJK CYU 296.32
BTD CKI 969.98
ALR BBH 662.76
AKP BPH 721.79
ATW CLF 499.48
BMW AAC 130.28
BWB CLL 284.51
BRL BXE 68.99
BZL AHR 490.98
CUK BAT 479.86
AIW BAD 904.36
AHU CMN 23.84
BWP ALT 639.09
AMY ASR 322.13
CYE BEF 628.40
CYG CRT 953.57
CYI AXS 767.19
CKC CTW 799.68
CRT BLE 654.49
BHC BKQ 347.87
CHF COZ 230.21
BUU ASJ 352.51
CUC AOX 894.53
ANV BKQ 410.69
CFO CQY 994.05
BYK CFT 973.85
CWC AIN 297.20
CRA AUV 537.04
BQV CYP 473.18
AQB BDY 234.84
AGC AFV 603.44
AYM CBY 38.84
CAX BUL 674.52
AMP AKQ 173.26
ASD CMS 420.37
CXX CCP 915.34
AHM BRV 788.44
BCH BTZ 651.22
BBY BHI 409.17
CTK ANM 43.82
AAH BAS 707.99
CPT AWG 469.58
BYV AOT 679.46
CJL CNT 813.21
CKT CPF 520.00
BOL BXH 264.71
AUW AEV 164.44
ADM CJN 149.90
BKU ATW 857.26
BYG BIO 268.04
ANO ABY 730.13
BXJ CAI 473.72
CMC BYG 851.34
CAX BLR 84.55
BRE BZF 584.04
BDB CRI 180.36
BVK AXB 174.39
BGA CWR 863.33
CNK AAT 784.23
AXB BFS 573.79
BMN AHH 630.37
ANX CIB 393.90
AAT BOH 66.73
BMK CTI 323.39
BAF AJZ 500.66
BGD AYX 855.41
CQS ADI 302.96
COM BDR 795.29
CPF BTZ 983.61
BJN BJQ 440.61
BQU CXO 210.12
BNM CNQ 0.13
ACV BCD 607.26
CCS BCR
ADR CWE
AUT CFG
CBD BDW
CKA BTQ
CKM CMO
BUL CBU
BRI APF
CWS CVW
AMV BHQ
END
